"","Year","Player","Age","Team","Pos","G","FG","FGA","FG.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","TRB","AST","PF","PTS","Awards","GS","MP","X3P","X3PA","X3P.","ORB","DRB","STL","BLK","TOV","X2PAdd","X3PAdd","FTAdd","PTSAdd","valueAdd"
"131","1950-1951","George Mikan (mikange01)",26,"MNL","C",7,62,152,0.408,62,152,0.408,NA,44,55,0.8,74,9,25,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.63844042818968,0,3.70554613898853,18.9824269953679,NA
"132","1950-1951","Harry Gallatin (gallaha01)",23,"NYK","",14,49,140,0.35,49,140,0.35,NA,67,87,0.77,163,26,57,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08459434245687,0,3.25150025621822,1.08231157130447,NA
"133","1950-1951","Arnie Johnson (johnsar01)",30,"ROC","SF",14,48,107,0.449,48,107,0.449,NA,61,78,0.782,126,40,68,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76406003826511,0,3.85113816074737,23.3792582372776,NA
"134","1950-1951","Connie Simmons (simmoco01)",25,"NYK","",14,55,151,0.364,55,151,0.364,NA,42,68,0.618,94,24,61,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944187530635801,0,-7.79459750088691,-5.90622243961531,NA
"135","1950-1951","Dolph Schayes (schaydo01)",22,"SYR","",7,47,105,0.448,47,105,0.448,NA,49,64,0.766,102,20,28,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47655424315735,0,2.13590823445938,21.0890167207741,NA
"136","1950-1951","Jack Coleman (colemja01)",26,"ROC","PF",14,55,139,0.396,55,139,0.396,NA,30,41,0.732,179,66,49,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31715275998925,0,-0.0256837872994617,10.608621732679,NA
"137","1950-1951","Vern Mikkelsen (mikkeve01)",22,"MNL","PF",7,39,96,0.406,39,96,0.406,NA,31,47,0.66,67,17,35,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63227816517243,0,-3.41344239031889,5.85111394002597,NA
"138","1950-1951","Ernie Vandeweghe (vandeer01)",22,"NYK","",14,37,91,0.407,37,91,0.407,NA,27,37,0.73,66,34,55,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48201367740303,0,-0.0971780519531729,8.86684930285289,NA
"139","1950-1951","Nat Clifton (cliftna01)",28,"NYK","PF",14,41,118,0.347,41,118,0.347,NA,18,46,0.391,137,46,62,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26815808864222,0,-15.7148159564823,-18.2511321337668,NA
"140","1950-1951","Alex Groza (grozaal01)",24,"INO","",3,36,73,0.493,36,73,0.493,NA,25,33,0.758,42,2,14,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8734615214332,0,0.837327683393117,20.5842507262595,NA
"141","1950-1951","George Ratkovicz (ratkoge01)",28,"SYR","PF",7,28,59,0.475,28,59,0.475,NA,41,55,0.745,63,14,33,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91792095567889,0,0.680546138988528,14.5163880503463,NA
"142","1950-1951","Jim Pollard (pollaji01)",28,"MNL","SF",7,35,108,0.324,35,108,0.324,NA,25,30,0.833,62,27,27,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.64468706418101,0,3.01120698490283,-4.2781671434592,NA
"143","1950-1951","Fred Scolari (scolafr01)",28,"SYR","PG",7,33,93,0.355,33,93,0.355,NA,22,27,0.815,41,16,23,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.255480527489209,0,2.22408628641255,1.71312523143413,NA
"144","1950-1951","Red Holzman (holzmre01)",30,"ROC","PG",14,31,76,0.408,31,76,0.408,NA,23,34,0.676,19,20,14,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81922021409484,0,-1.92529875044345,5.71314167774622,NA
"145","1950-1951","Al Cervi (cervial01)",33,"SYR","PG",7,17,56,0.304,17,56,0.304,NA,44,50,0.88,33,38,31,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.00983773698275,0,7.36867830817139,1.34900283420589,NA
"146","1950-1951","Dick McGuire (mcguidi01)",25,"NYK","PG",14,25,80,0.313,25,80,0.312,NA,24,53,0.453,83,78,50,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.65976819568964,0,-14.8202009933383,-22.1397373847176,NA
"147","1950-1951","Ray Lumpp (lumppra01)",27,"NYK","",13,24,67,0.358,24,67,0.358,NA,20,23,0.87,20,23,40,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0169441361099246,0,3.15959202175884,3.19348029397869,NA
"148","1950-1951","Ralph Beard (beardra01)",23,"INO","",3,27,61,0.443,27,61,0.443,NA,12,17,0.706,12,13,6,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20042675078665,0,-0.452649375221728,9.94820412635157,NA
"149","1950-1951","Bill Gabor (gaborbi01)",28,"SYR","SG",7,27,72,0.375,27,72,0.375,NA,9,14,0.643,20,18,24,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24220862387932,0,-1.25477007371201,1.22964717404664,NA
"150","1950-1951","Bill Calhoun (calhobi01)",23,"ROC","SG",14,20,48,0.417,20,48,0.417,NA,21,28,0.75,41,20,19,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84413908258621,0,0.486459852575978,6.17473801774841,NA
"151","1950-1951","Bob Harrison (harribo02)",23,"MNL","",7,24,52,0.462,24,52,0.462,NA,6,8,0.75,27,19,30,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42115067280173,0,0.138988529307422,10.9812898749109,NA
"152","1950-1951","Joe Fulks (fulksjo01)",29,"PHW","PF",2,16,49,0.327,16,49,0.327,NA,20,27,0.741,16,1,9,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5066080198599,0,0.22608628641255,-2.78712975330726,NA
"153","1950-1951","Noble Jorgensen (jorgeno01)",25,"SYR","C",7,18,43,0.419,18,43,0.419,NA,14,22,0.636,21,7,19,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63387459481682,0,-2.12578154440459,3.14196764522905,NA
"154","1950-1951","Slater Martin (martisl01)",25,"MNL","PG",7,18,51,0.353,18,51,0.353,NA,14,27,0.519,42,25,20,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242102224752147,0,-5.76791371358745,-6.25211816309174,NA
"155","1950-1951","Ed Macauley (macaued01)",22,"BOS","",2,17,36,0.472,17,36,0.472,NA,10,16,0.625,18,8,4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11310431193966,0,-1.72202294138516,6.50418568249417,NA
"156","1950-1951","Fred Schaus (schaufr01)",25,"FTW","",3,17,44,0.386,17,44,0.386,NA,9,11,0.818,16,10,10,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2431274923707,0,0.939109227797705,3.4253642125391,NA
"157","1950-1951","Alex Hannum (hannual01)",27,"SYR","PF",7,17,39,0.436,17,39,0.436,NA,8,10,0.8,47,17,37,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0518630046013,0,0.673735661634278,6.77746167083688,NA
"158","1950-1951","Paul Arizin (arizipa01)",22,"PHW","SF",2,14,27,0.519,14,27,0.519,NA,13,16,0.813,20,3,10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35382823395475,0,1.28597705861484,9.99363352652434,NA
"159","1950-1951","Arnie Ferrin (ferriar01)",25,"MNL","",7,12,36,0.333,12,36,0.333,NA,17,18,0.944,33,16,21,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.890895688060338,0,3.8047241909417,2.02293281482102,NA
"160","1950-1951","Larry Foust (foustla01)",22,"FTW","C",3,14,45,0.311,14,45,0.311,NA,8,10,0.8,37,5,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.10361961007542,0,0.673735661634278,-3.53350355851657,NA
"161","1950-1951","Joe Holland (hollajo01)",25,"INO","SF",3,17,36,0.472,17,36,0.472,NA,1,4,0.25,12,11,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11310431193966,0,-1.93050573534629,6.29570288853303,NA
"162","1950-1951","Leo Barnhorst (barnhle01)",26,"INO","SF",3,13,35,0.371,13,35,0.371,NA,8,10,0.8,9,12,7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.463851414385782,0,0.673735661634278,1.60143849040584,NA
"163","1950-1951","Paul Seymour (seymopa01)",23,"SYR","",7,10,48,0.208,10,48,0.208,NA,14,21,0.667,26,25,22,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.18786091741378,0,-1.37815511056802,-15.7538769453956,NA
"164","1950-1951","Joe McNamee (mcnamjo01)",24,"ROC","SF",13,12,41,0.293,12,41,0.293,NA,9,12,0.75,35,9,26,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65463120029094,0,0.208482793961133,-5.10077960662075,NA
"165","1950-1951","Don Otten (ottendo01)",29,"FTW","C",3,8,26,0.308,8,26,0.308,NA,13,16,0.813,19,8,15,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29342466359913,0,1.28597705861484,-1.30087226858342,NA
"166","1950-1951","Bob Cousy (cousybo01)",22,"BOS","PG",2,9,42,0.214,9,42,0.214,NA,10,12,0.833,15,12,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.03737830273706,0,1.20448279396113,-10.870273811513,NA
"167","1950-1951","Bones McKinney (mckinbo01)",32,"BOS","SF",2,11,25,0.44,11,25,0.44,NA,4,5,0.8,10,8,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05632243884699,0,0.336867830817139,4.44951270851111,NA
"168","1950-1951","Dick Mehen (mehendi01)",28,"FTW","PF",3,12,29,0.414,12,29,0.414,NA,2,4,0.5,14,3,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6313340290625,0,-0.930505735346289,2.33216232277872,NA
"169","1950-1951","Ken Murray (murrake01)",22,"FTW","SG",3,11,48,0.229,11,48,0.229,NA,4,5,0.8,14,10,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.17986091741378,0,0.336867830817139,-12.0228540040104,NA
"170","1950-1951","Ralph Johnson (johnsra01)",29,"FTW","PG",3,12,32,0.375,12,32,0.375,NA,1,2,0.5,7,7,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552092721724144,0,-0.465252867673144,0.638932575775143,NA
"171","1950-1951","Jack Kerris (kerrija01)",26,"FTW","PF",3,9,26,0.346,9,26,0.346,NA,5,10,0.5,20,10,15,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.305424663599134,0,-2.32626433836572,-2.93711366556399,NA
"172","1950-1951","Ed Mikan (mikaned01)",25,"PHW","C",2,6,26,0.231,6,26,0.231,NA,10,11,0.909,21,3,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.29542466359913,0,1.94010922779771,-4.65074009940056,NA
"173","1950-1951","Tony Jaros (jarosto01)",30,"MNL","",7,6,20,0.3,6,20,0.3,NA,8,11,0.727,7,6,11,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15494204892241,0,-0.0618907722022947,-2.37177487004712,NA
"174","1950-1951","Paul Noel (noelpa01)",26,"ROC","",9,7,18,0.389,7,18,0.389,NA,5,7,0.714,9,1,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562552155969831,0,-0.130385036856006,0.994719275083656,NA
"175","1950-1951","John Oldham (oldhajo01)",27,"FTW","",3,6,16,0.375,6,16,0.375,NA,5,10,0.5,5,5,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276046360862072,0,-2.32626433836572,-1.77417161664158,NA
"176","1950-1951","Paul Walther (walthpa01)",23,"INO","SG",3,3,7,0.429,3,7,0.429,NA,11,15,0.733,5,9,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498770282877156,0,0.00560349245141645,1.00314405820573,NA
"177","1950-1951","Curly Armstrong (armstcu01)",32,"FTW","",3,7,19,0.368,7,19,0.368,NA,1,1,1,7,5,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19480505352371,0,0.267373566163428,0.656983673210848,NA
"178","1950-1951","Andy Phillip (phillan01)",28,"PHW","",2,6,15,0.4,6,15,0.4,NA,3,6,0.5,15,14,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633793463308193,0,-1.39575860301943,-0.128171676403048,NA
"179","1950-1951","George Senesky (senesge01)",28,"PHW","PG",2,4,22,0.182,4,22,0.182,NA,7,9,0.778,7,15,6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.86643625381465,0,0.40836209547085,-7.32451041215845,NA
"180","1950-1951","Leroy Chollet (chollle01)",25,"SYR","",7,4,23,0.174,4,23,0.174,NA,5,8,0.625,16,9,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.22618335626077,0,-0.861011470692578,-9.31337818321412,NA
"181","1950-1951","Bob Donham (donhabo01)",24,"BOS","SG",2,4,9,0.444,4,9,0.444,NA,5,12,0.417,8,2,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776276077984915,0,-3.78751720603887,-2.23496505006904,NA
"182","1950-1951","George Kaftan (kaftage01)",22,"NYK","SF",8,6,18,0.333,6,18,0.333,NA,1,3,0.333,6,2,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.445447844030169,0,-1.19887930150972,-2.08977498957005,NA
"183","1950-1951","Johnny Macknowski (macknjo01)",28,"SYR","",2,6,13,0.462,6,13,0.462,NA,1,3,0.333,7,4,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35528766820043,0,-1.19887930150972,1.51169603489115,NA
"184","1950-1951","Vern Gardner (gardnve01)",25,"PHW","SG",2,4,8,0.5,4,8,0.5,NA,3,3,1,4,0,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13802318043104,0,0.802120698490283,3.07816705935236,NA
"185","1950-1951","Bud Grant (grantbu01)",23,"MNL","",6,4,11,0.364,4,11,0.364,NA,3,3,1,5,0,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0687818730926743,0,0.802120698490283,0.939684444675632,NA
"186","1950-1951","Chuck Cooper (coopech01)",24,"BOS","",2,4,12,0.333,4,12,0.333,NA,2,5,0.4,13,3,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.296965229353446,0,-1.66313216918286,-2.25706262788975,NA
"187","1950-1951","Sonny Hertzberg (hertzso01)",28,"BOS","",2,3,13,0.231,3,13,0.231,NA,4,5,0.8,2,3,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64771233179957,0,0.336867830817139,-2.95855683278199,NA
"188","1950-1951","Pep Saul (saulpe01)",26,"ROC","SG",9,4,12,0.333,4,12,0.333,NA,1,2,0.5,3,6,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.296965229353446,0,-0.465252867673144,-1.05918332638004,NA
"189","1950-1951","Cliff Barker (barkecl01)",30,"INO","SG",3,4,19,0.211,4,19,0.211,NA,0,3,0,15,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78819494647629,0,-2.19787930150972,-7.7742691944623,NA
"190","1950-1951","Bill Closs (clossbi01)",29,"PHW","SF",2,2,8,0.25,2,8,0.25,NA,3,5,0.6,8,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.861976819568964,0,-0.663132169182861,-2.38708580832079,NA
"191","1950-1951","Bob Harris (harribo01)",23,"BOS","",2,1,10,0.1,1,10,0.1,NA,5,7,0.714,4,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57747102446121,0,-0.130385036856006,-5.28532708577842,NA
"192","1950-1951","Don Lofgran (lofgrdo01)",21,"INO","",1,2,6,0.333,2,6,0.333,NA,1,1,1,1,0,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.148482614676723,0,0.267373566163428,-0.0295916631900182,NA
"193","1950-1951","Kevin O'Shea (osheake01)",25,"MNL","",5,1,7,0.143,1,7,0.143,NA,3,4,0.75,5,1,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.50322971712284,0,0.0694942646537111,-2.93696516959198,NA
"194","1950-1951","Frank Kudelka (kudelfr01)",25,"BOS","",1,2,4,0.5,2,4,0.5,NA,0,3,0,5,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569011590215518,0,-2.19787930150972,-1.05985612107868,NA
"195","1950-1951","Tony Lavelli (lavelto01)",24,"NYK","",2,1,5,0.2,1,5,0.2,NA,2,2,1,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.788735512230603,0,0.534747132326856,-1.04272389213435,NA
"196","1950-1951","Ron Livingstone (livinro01)",25,"PHW","",2,2,3,0.667,2,3,0.667,NA,0,0,NA,2,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927758692661639,0,0,1.85551738532328,NA
"197","1950-1951","John Mahnken (mahnkjo01)",28,"INO","C",3,2,15,0.133,2,15,0.133,NA,0,0,NA,11,9,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.37120653669181,0,0,-6.74241307338361,NA
"198","1950-1951","Bob Lavoy (lavoybo01)",24,"INO","PF",3,0,7,0,0,7,0,NA,3,5,0.6,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.50422971712284,0,-0.663132169182861,-5.67159160342855,NA
"199","1950-1951","Ed Leede (leedeed01)",23,"BOS","",2,1,7,0.143,1,7,0.143,NA,1,1,1,0,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.50322971712284,0,0.267373566163428,-2.73908586808226,NA
"200","1950-1951","Tex Ritter (rittete01)",26,"NYK","",3,1,5,0.2,1,5,0.2,NA,1,1,1,2,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.788735512230603,0,0.267373566163428,-1.31009745829778,NA
"201","1950-1951","Kleggie Hermsen (hermskl01)",27,"BOS","",2,1,6,0.167,1,6,0.167,NA,0,0,NA,3,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14448261467672,0,0,-2.28896522935345,NA
"202","1950-1951","Joe Hutton (huttojo01)",22,"MNL","SG",7,0,3,0,0,3,0,NA,2,4,0.5,3,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07324130733836,0,-0.930505735346289,-3.07698835002301,NA
"203","1950-1951","Duane Klueh (kluehdu01)",25,"FTW","",2,1,6,0.167,1,6,0.167,NA,0,0,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14448261467672,0,0,-2.28896522935345,NA
"204","1950-1951","Nelson Bobb (bobbne01)",26,"PHW","PG",1,0,0,NA,0,0,NA,NA,0,0,NA,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
"205","1950-1951","Bruce Hale (halebr01)",32,"INO","",1,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
"206","1950-1951","Leo Mogus (mogusle01)",29,"PHW","",1,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
"207","1951-1952","George Mikan (mikange01)",27,"MNL","C",13,99,261,0.379,99,261,0.379,NA,109,138,0.79,207,36,63,307,NA,NA,553,NA,NA,NA,NA,NA,NA,NA,NA,2.78520583178357,0,7.50043241431325,13.0708440778804,146.071706749047
"208","1951-1952","Max Zaslofsky (zasloma01)",26,"NYK","SG",14,69,185,0.373,69,185,0.373,NA,89,110,0.809,44,23,51,227,NA,NA,506,NA,NA,NA,NA,NA,NA,NA,NA,0.864188041685671,0,8.068605547641,9.79698163101234,22.3384800242244
"209","1951-1952","Connie Simmons (simmoco01)",26,"NYK","C",14,77,166,0.464,77,166,0.464,NA,68,89,0.764,108,12,55,222,NA,NA,427,NA,NA,NA,NA,NA,NA,NA,NA,15.8814335941612,0,2.5232353976368,34.2861025859592,89.9834410616395
"210","1951-1952","Jim Pollard (pollaji01)",29,"MNL","SF",11,70,173,0.405,70,173,0.405,NA,37,50,0.74,71,33,34,177,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,6.3441326011439,0,0.21754797620045,12.9058131784883,12.2263283798022
"211","1951-1952","Vern Mikkelsen (mikkeve01)",23,"MNL","PF",13,60,139,0.432,60,139,0.432,NA,53,64,0.828,110,20,66,173,NA,NA,495,NA,NA,NA,NA,NA,NA,NA,NA,8.85030885294221,0,5.91046140953657,23.611079115421,5.17773143354685
"212","1951-1952","Harry Gallatin (gallaha01)",24,"NYK","PF",14,50,122,0.41,50,122,0.41,NA,51,66,0.773,134,19,45,151,NA,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,5.08389697884136,0,2.4651633285846,12.6329572862673,-9.40909010251878
"213","1951-1952","Ernie Vandeweghe (vandeer01)",23,"NYK","SF",14,51,118,0.432,51,118,0.432,NA,49,60,0.817,69,27,58,151,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,7.5132118319941,0,4.88105757144054,19.9074812354287,13.9057374224059
"214","1951-1952","Pep Saul (saulpe01)",27,"MNL","SG",13,56,121,0.463,56,121,0.463,NA,35,48,0.729,36,45,42,147,NA,NA,530,NA,NA,NA,NA,NA,NA,NA,NA,11.4552256921296,0,-0.319153942847569,22.5912974414115,-37.2730572951437
"215","1951-1952","Dick McGuire (mcguidi01)",26,"NYK","PG",14,48,107,0.449,48,107,0.449,NA,49,86,0.57,71,90,46,145,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,8.63182767816415,0,-14.2458174809352,3.01783787539306,-10.8829375568026
"216","1951-1952","Dolph Schayes (schaydo01)",23,"SYR","PF",7,41,91,0.451,41,91,0.451,NA,60,78,0.769,90,15,34,142,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,7.52308709077511,0,2.6013748428727,17.6475490244229,79.5883506543312
"217","1951-1952","Nat Clifton (cliftna01)",29,"NYK","PF",14,39,133,0.293,39,133,0.293,NA,54,76,0.711,133,34,67,132,NA,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,-10.0187188673287,0,-1.87332707617532,-21.9107648108327,-43.7969790667862
"218","1951-1952","Bob Davies (daviebo01)",32,"ROC","PG",6,37,92,0.402,37,92,0.402,NA,45,55,0.818,13,28,18,119,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,3.09775837748693,0,4.52930277382049,10.7248195287944,46.1188626527882
"219","1951-1952","Red Rocha (rochare01)",28,"SYR","C",7,41,95,0.432,41,95,0.432,NA,37,51,0.725,48,10,36,119,NA,NA,276,NA,NA,NA,NA,NA,NA,NA,NA,6.04877223762237,0,-0.543101064275542,11.5544434109692,18.5097950977024
"220","1951-1952","Slater Martin (martisl01)",26,"MNL","PG",13,38,110,0.345,38,110,0.345,NA,41,56,0.732,37,56,64,117,NA,NA,523,NA,NA,NA,NA,NA,NA,NA,NA,-2.56615846170041,0,-0.204346266655497,-5.33666319005633,-80.4147646940395
"221","1951-1952","Bobby Wanzer (wanzebo01)",30,"ROC","SG",6,33,77,0.429,33,77,0.429,NA,47,49,0.959,38,19,23,113,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,4.67168907680971,0,10.9441970166764,20.2875751702959,40.5292931215738
"222","1951-1952","Arnie Risen (risenar01)",27,"ROC","C",6,33,81,0.407,33,81,0.407,NA,28,40,0.7,75,9,24,94,NA,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,3.13237422365697,0,-1.42596161903964,4.83878682827429,17.5369593014873
"223","1951-1952","Bob Cousy (cousybo01)",23,"BOS","PG",3,26,65,0.4,26,65,0.4,NA,41,44,0.932,12,19,13,93,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,2.05863363626794,0,8.6394422190564,12.7567094915923,59.9952999624683
"224","1951-1952","Paul Seymour (seymopa01)",24,"SYR","SG",7,25,60,0.417,25,60,0.417,NA,35,43,0.814,26,25,33,85,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,2.92027720270887,0,3.36909125953238,9.20964566495011,-6.71171011085605
"225","1951-1952","George Kaftan (kaftage01)",23,"NYK","SF",13,26,66,0.394,26,66,0.394,NA,28,42,0.667,30,22,41,80,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,1.69430492297975,0,-2.88325969999162,0.505350145967888,-3.30718872117218
"226","1951-1952","Paul Arizin (arizipa01)",23,"PHW","SF",3,24,53,0.453,24,53,0.453,NA,29,33,0.879,38,8,17,77,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,4.48757819572617,0,4.7305816642923,13.7057380557446,50.9805273280971
"227","1951-1952","Bob Harrison (harribo02)",24,"MNL","SG",12,30,68,0.441,30,68,0.441,NA,14,17,0.824,20,24,39,74,NA,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,4.94164749640338,0,1.50196631190815,11.3852613047149,-1.032323233014
"228","1951-1952","Wally Osterkorn (osterwa01)",23,"SYR","SF",7,23,67,0.343,23,67,0.343,NA,28,47,0.596,57,20,32,74,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,-1.69702379030843,0,-6.56350490237158,-9.95755248298844,-21.7956160252671
"229","1951-1952","Ed Macauley (macaued01)",23,"BOS","C",3,27,49,0.551,27,49,0.551,NA,16,19,0.842,33,11,11,70,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,8.95089304887891,0,2.02066823095617,19.922454328714,47.1718677819886
